desalojadas	de-sa-lo-j#a-das
suportado	su-por-t#a-do
fisionômicas	fi-si-o-n#ô-mi-cas
puro	p#u-ro
cafre	c#a-fre
bronzeadas	bron-ze-#a-das
anelados	a-ne-l#a-dos
ntegra	nt#e-gra
Quebrara-a	que-br#a-ra§-a
Humilhava-se	hu-mi-lh#a-va§-se
flébeis	fl#é-beis
lamurientos	la-mu-ri-#en-tos
Devoravam-na	de-vo-r#a-vam§-na
concedera	con-ce-d#e-ra
esgotasse	es-go-t#a-sse
anunciou	a-nun-ci-#ou
estenderam	es-ten-d#e-ram
divergente	di-ver-g#en-te
degenerou	de-ge-ne-r#ou
Foram-se	f#o-ram§-se
distribuições	dis-tri-bui-ç#ões
hierarquia	hi-e-rar-q#ui-a
distintivos	dis-tin-t#i-vos
esfomeados	es-fo-me-#a-dos
rotos	r#o-tos
medonhos	me-d#o-nhos
predispunham-se	pre-dis-p#u-nham§-se
suicídio	sui-c#í-dio
Chamou-se	cha-m#ou§-se
aproximaram	a-pro-xi-m#a-ram
sargentoajudante	sar-gen-to-a-ju-d#an-te
romperam	rom-p#e-ram
fulminandoos	ful-mi-nan-d#o-os
esmagando-os	es-ma-g#an-do§-os
Aprumavam-se	a-pru-m#a-vam§-se
sopeava-lhes	sopeava§-lhes
argamassada	ar-ga-ma-ss#a-da
pus	p#us
ousada	#ou-sa-da
Fechemos	fe-ch#e-mos
Exemplo	e-x#em-plo
resistiu	re-sis-t#iu
Expugnado	ex-pug-n#a-do
raivosamente	r#ai-vo-sa-men-te
Forremo-nos	fo-rr#e-mo§-nos
poderíamos	po-de-r#í-a-mos
fazê-lo	fa-z#ê§-lo
imaginamo-la	i-ma-gi-n#a-mo§-la
cerramo-la	ce-rr#a-mo§-la
desafiaria	de-sa-fi-a-r#i-a
amostrassem	a-mos-tr#a-ssem
comentaríamos	co-men-ta-r#í-a-mos
entregara	en-tre-g#a-ra
devemos	de-v#e-mos
desmanchando-lhe	des-man-ch#an-do§-lhe
Jazia	ja-z#i-a
anexos	a-n#e-xos
Removida	re-mo-v#i-da
sudário	su-d#á-rio
imundo	i-m#un-do
desparzido	des-par-z#i-do
tumefato	tu-me-f#a-to
Desenterraram-no	de-sen-te-rr#a-ram§-no
Dádiva	d#á-di-va
preciosa	pre-ci-#o-sa
prêmio	pr#ê-mio
desarticulasse	de-sar-ti-cu-l#a-sse
deformasse	de-for-m#a-sse
reduzindo-se	re-du-z#in-do§-se
Fotografaram-no	fo-to-gra-f#a-ram§-no
lavrou-se	la-vr#ou§-se
importava	im-por-t#a-va
convencesse	con-ven-c#e-sse
terribilíssimo	te-rri-bi-l#í-ssi-mo
Restituíram-no	res-ti-tu-#í-ram-§no
Pensaram	pen-s#a-ram
guardar	guar-d#ar
maldita	mal-d#i-ta
exumando-o	e-xu-m#an-do§-o
brandida	bran-d#i-da
cortou-lha	cor-t#ou§-lha
horrenda	ho-rr#en-da
empastada	em-pas-t#a-da
sânie	s#â-nie
Trouxeram	tr#ou-xe-ram
deliravam	de-li-r#a-vam
dissesse	di-ss#e-sse
circunvoluções	cir-cun-vo-lu-ç#ões
expressivas	ex-pre-ss#i-vas
loucuras	l#ou-cu-ras
nacionalidades	na-ci-o-na-li-d#a-des
FIM	f#im
edição	e-di-ç#ão
secamante	se-ca-m#an-te
publicidade	pu-bli-ci-d#a-de
falsidades	fal-si-d#a-des
encerrasse	en-ce-rr#a-sse
exercitassem	e-xer-ci-t#a-ssem
conquistou	con-quis-t#ou
simpatia	sim-pa-t#i-a
solicitei	so-li-ci-t#ei
desvanece	des-va-n#e-ce
delatarem	de-la-t#a-rem
proposições	pro-po-si-ç#ões
aventadas	a-ven-t#a-das
demonstra	de-m#ons-tra
resenha	re-s#e-nha
Mercenários	mer-ce-n#á-rios
Pág	p#ág
Estranhou-se	es-tra-nh#ou§-se
devo	d#e-vo
mantê-la	man-t#ê§-la
mantenho-a	man-t#e-nho§-a
Ataque	a-t#a-que
dizê-lo	di-z#ê§-lo
involuntário	in-vo-lun-t#á-rio
singularíssimos	sin-gu-la-r#í-ssi-mos
semibárbaros	se-mi-b#ár-ba-ros
estadearam	es-ta-de-#a-ram
selvatiguezas	sel-va-ti-gu#e-zas
obedeci	o-be-de-c#i
negará	ne-ga-r#á
temesse	te-m#e-sse
envaidar-me	en-vai-d#ar§-me
mereço	me-r#e-ço
gravaria	gra-va-r#i-a
nobremente	no-bre-m#en-te
Tucídides	tu-c#í-di-des
escrever	es-cre-v#er
Peloponeso	pe-lo-po-n#e-so
aquilina	a-qui-l#i-na
escrevi	es-cre-v#i
encontrei	en-con-tr#ei
minhas	m#i-nhas
narrando	na-rr#an-do
fui	fu#i
pág	p#ág
inexatidão	i-ne-xa-ti-d#ão
imaginosos	i-ma-gi-n#o-sos
apedrejado	a-pe-dre-j#a-do
nefelibatismo	ne-fe-li-ba-t#is-mo
Revista	re-v#is-ta
Letras	l#e-tras
Artes	#ar-tes
Campinas	cam-p#i-nas
n	n
escasseando-me	es-ca-sse-#an-do§-me
atar	a-t#ar
autores	#au-to-res
limito-me	li-m#i-to§-me
Geologia	ge-o-lo-g#i-a
Contejean	con-te-je-#an
actions	ac-ti-#ons
physiques	phy-s#i-ques
chimiques	chi-m#i-ques
eaux	e-a-#ux
pluviales	plu-vi-#a-les
moins	mo-#ins
chargées	char-g#é-es
d'acide	da-ci-#de
carbonique	car-bo-n#i-que
principalement	prin-ci-pa-l#e-ment
roches	r#o-ches
attaquables	at-ta-qu#a-bles
aux	a-#ux
acides	a-c#i-des
comme	c#om-me
calcaires	cal-c#ai-res
encontra-se	en-c#on-tra§-se
montre	m#on-tre
très	très
échelle	#é-chel-le
sans	sans
doute	d#ou-te
cause	c#au-se
fréquence	fr#é-quen-ce
acidité	a-ci-di-t#é
pluies	pl#ui-es
d'orage	do-ra-#ge
leciona	le-ci-#o-na
causam	c#au-sam
conterem	con-t#e-rem
moléculas	mo-l#é-cu-las
nitro	n#i-tro
amoníaco	a-mo-n#í-a-co
horizontal	ho-ri-zon-t#al
Extraordinária	ex-tra-or-di-n#á-ria
geologia	ge-o-lo-g#i-a
estômatos	es-t#ô-ma-tos
expandidos	ex-pan-d#i-dos
Apresso-me	a-pr#e-sso§-me
evidentíssimo	e-vi-den-t#í-ssi-mo
tratando-se	tra-t#an-do§-se
Leia-se	l#ei-a§-se
malsinado	mal-si-n#a-do
Impugna-o	im-p#ug-na§-o
respeitável	res-pei-t#á-vel
cientista	ci-en-t#is-ta
Penso	p#en-so
modifica	mo-di-f#i-ca
extrínsecas	ex-tr#ín-se-cas
violar	vi-o-l#ar
desobedecer	de-so-be-de-c#er
eis	#eis
padece	pa-d#e-ce
duvida	du-v#i-da
Correio	co-rr#ei-o
Manh	manh
Inexplicável	i-nex-pli-c#á-vel
investe	in-v#es-te
meteorologia	me-te-o-ro-lo-g#i-a
saber-se	sa-b#er§-se
seguiriam	se-gui-r#i-am
respeitassem	res-p#ei-ta-ssem
precisávamos	pre-ci-s#á-va-mos
exemplificar	e-xem-pli-fi-c#ar
climática	cli-m#á-ti-ca
equatorial	e-qua-to-ri-#al
Groelândia	gro-e-l#ân-dia
Noruega	no-ru-#e-ga
encontraríamos	en-con-tra-r#í-a-mos
esplêndidos	es-pl#ên-di-dos
ingleses	in-gl#e-ses
Boutmy	b#ou-tmy
acompanhe	a-com-p#a-nhe
isotermo	i-so-t#er-mo
partirá	par-ti-r#á
frigidíssima	fri-gi-d#í-ssi-ma
Islândia	is-l#ân-dia
tocará	to-ca-r#á
torcerá	tor-ce-r#á
volverá	vol-ve-r#á
aproximará	a-pro-xi-ma-r#á
Paris	pa-r#is
Viena	vi-#e-na
espelhado	es-pe-lh#a-do
ajardinam	a-jar-d#i-nam
astronomicamente	as-tro-no-mi-ca-m#en-te
deparará	de-pa-ra-r#á
multiplicaríamos	mul-ti-pli-ca-r#í-a-mos
quiséssemos	qui-s#é-sse-mos
violações	vi-o-la-ç#ões
contradição	con-tra-di-ç#ão
apontada	a-pon-t#a-da
vejo	v#e-jo
categóricos	ca-te-g#ó-ri-cos
encontrem	en-c#on-trem
alinhei	a-li-nh#ei
admite	ad-m#i-te
caldeamentos	cal-de-a-m#en-tos
operados	o-pe-r#a-dos
perturbariam	per-tur-ba-r#i-am
Quer	qu#er
indefenível	in-de-fe-n#í-vel
molécula	mo-l#é-cu-la
integrante	in-te-gr#an-te
cristalizações	cris-ta-li-za-ç#ões
iniciadas	i-ni-ci-#a-das
locução	lo-cu-ç#ão
sugere-me	su-g#e-re§-me
decomposto	de-com-p#os-to
variavelmente	va-ri-a-vel-m#en-te
mica	m#i-ca
friável	fri-#á-vel
triturado	tri-tu-r#a-do
moutonné	mou-ton-n#é
errática	e-rr#á-ti-ca
adição	a-di-ç#ão
incaracterístico	in-ca-rac-te-r#ís-ti-co
removida	re-mo-v#i-da
misturas	mis-t#u-ras
ntegros	nt#e-gros
aprofunda	a-pro-f#un-da
aproxima	a-pro-x#i-ma
mulatos	mu-l#a-tos
sangues	s#an-gues
letra	l#e-tra
calcamos	cal-c#a-mos
húmus	h#ú-mus
entranhando-nos	en-tra-nh#an-do§-nos
prosseguimos	pro-sse-gu#i-mos
notando	no-t#an-do
fujo	f#u-jo
objeção	ob-je-ç#ão
referi-me	re-fe-r#i§-me
corrompida	co-rrom-p#i-da
delata-lhe	de-l#a-ta§-lhe
enunciei	e-nun-ci-#ei
Encontraríamos	en-con-tra-r#í-a-mos
isomeria	i-so-me-r#i-a
átomos	#á-to-mos
arranjo	a-rr#an-jo
apresentam	a-pre-s#en-tam
propriedades	pro-pri-e-d#a-des
diversíssimas	di-ver-s#í-ssi-mas
irritem	i-rr#i-tem
sensitivas	sen-si-t#i-vas
isômetro	i-s#ô-me-tro
compreendo	com-pre-#en-do
repontasse	re-pon-t#a-sse
patológico	pa-to-l#ó-gi-co
sintetizar	sin-te-ti-z#ar
Prestadios	pres-ta-d#i-os
amadores	a-ma-d#o-res
estremecendo	es-tre-me-c#en-do
corolas	co-r#o-las
botânica	bo-t#â-ni-ca
apisoadas	a-pi-so-#a-das
puseram	pu-s#e-ram
sic	s#ic
errônea	e-rr#ô-ne-a
pontificaram	pon-ti-fi-c#a-ram
ruim	ru-#im
cloróticas	clo-r#ó-ti-cas
porosidade	po-ro-si-d#a-de
Adorável	a-do-r#á-vel
insurgindo	in-sur-g#in-do
Caatinga	ca-a-t#in-ga
Catanduva	ca-tan-d#u-va
Florestas	flo-r#es-tas
Clorose	clo-r#o-se
significando	sig-ni-fi-c#an-do
vernáculo	ver-n#á-cu-lo
estiolamento	es-ti-o-la-m#en-to
alteração	al-te-ra-ç#ão
determinada	de-ter-mi-n#a-da
originalíssimas	o-ri-gi-na-l#í-ssi-mas
discriminação	dis-cri-mi-na-ç#ão
Observando	ob-ser-v#an-do
tolhiço	to-lh#i-ço
enfezada	en-fe-z#a-da
tracei	tra-c#ei
flórula	fl#ó-ru-la
Notaram-se	no-t#a-ram§-se
caracterizaram	ca-rac-te-ri-z#a-ram
invenções	in-ven-ç#ões
galicismos	ga-li-c#is-mos
imperdoáveis	im-per-do-#á-veis
apontaram	a-pon-t#a-ram
Cito-os	c#i-to§-os
defendo-os	de-f#en-do§-os
Esbotenar	es-bo-te-n#ar
esboicelar	es-boi-ce-l#ar
esborcinar	es-bor-ci-n#ar
Dicionário	di-ci-o-n#á-rio
Língua	l#ín-gua
Portuguesa	por-tu-gu#e-sa
Ensofregar	en-so-fre-g#ar
sôfrego	s#ô-fre-go
Dic	d#ic
Cont	cont
Aulete	#au-le-te
Preposterar	pre-pos-te-r#ar
inverter	in-ver-t#er
Idem	#i-dem
Impacto	im-p#ac-to
Refrão	re-fr#ão
consideram-no	con-si-d#e-ram§-no
galicismo	ga-li-c#is-mo
Castilho	cas-t#i-lho
Eis	#eis
bichinho	bi-ch#i-nho
Inusitado	i-nu-si-t#a-do
francesismo	fran-ce-s#is-mo
inusitatus	i-nu-si-ta-t#us
notaram	no-t#a-ram
intransitivo	in-tran-si-t#i-vo
revisões	re-vi-s#ões
exigem	e-x#i-gem
mondadura	mon-da-d#u-ra
VII	VII
VIII	VIII
XI	XI
Texto-fonte	Texto§-f#on-te
Obra	#o-bra
Completa	com-pl#e-ta
Esaú	e-sa-#ú
Jacó	ja-c#ó
Editora	e-di-t#o-ra
Aguilar	a-gui-l#ar
Publicado	pu-bli-c#a-do
originalmente	o-ri-gi-nal-m#en-te
Garnier	gar-ni-#er
ADVERTÊNCIA	ad-ver-t#ên-cia
faleceu	fa-le-c#eu
acharam-se-lhe	a-ch#a-ram§-se
secretária	se-cre-t#á-ria
cadernos	ca-d#er-nos
manuscritos	ma-nus-cr#i-tos
encapados	en-ca-p#a-dos
papelão	pa-pe-l#ão
encarnada	en-car-n#a-da
designação	de-sig-na-ç#ão
Sim	s#im
particularidade	par-ti-cu-la-ri-d#a-de
Memorial	me-mo-ri-#al
lembranças	lem-br#an-ças
escrevia	es-cre-v#i-a
usava	u-s#a-va
figure	fi-g#u-re
conselho	con-s#e-lho
quê	qu#ê
finado	fi-n#a-do
caderno	ca-d#er-no
obrigar	o-bri-g#ar
tratava	tra-t#a-va
satisfazê-la	sa-tis-fa-z#ê§-la
representou	re-pre-sen-t#ou
eminente	e-mi-n#en-te
percorreu	per-co-rr#eu
aposentou-se	a-po-sen-t#ou§-se
lazeres	la-z#e-res
aparado	a-pa-r#a-do
barca	b#ar-ca
Petrópolis	pe-tr#ó-po-lis
publicar	pu-bli-c#ar
lembrados	lem-br#a-dos
resumir	re-su-m#ir
ESAÚ	e-sa-#ú
JACÓ	ja-c#ó
Ab	#ab
ovo	#o-vo
venceu	ven-c#eu
Dico	d#i-co
che	ch#e
l'anima	la-ni-#ma
nata	n#a-ta
CAPÍTULO	ca-p#í-tu-lo
PRIMEIRO	pri-m#ei-ro
Dante	d#an-te
COISAS	c#oi-sas
FUTURAS	fu-t#u-ras
Morro	m#o-rro
Castelo	cas-t#e-lo
Rua	r#u-a
Muita	m#ui-ta
nascerá	nas-ce-r#á
morrerá	mo-rre-r#á
andara	an-d#a-ra
confiava-me	con-fi-#a-va§-me
Londres	l#on-dres
conhecia	co-nhe-c#i-a
clube	cl#u-be
Natividade	na-ti-vi-d#a-de
Perpétua	per-p#é-tua
Botafogo	bo-ta-f#o-go
reinava	r#ei-na-va
calçado	cal-ç#a-do
mortificavam	mor-ti-fi-c#a-vam
donas	d#o-nas
devagarinho	de-va-ga-r#i-nho
véu	v#éu
lentidão	len-ti-d#ão
comparada	com-pa-r#a-da
crioula	cri-#ou-la
Você	vo-c#ê
alheia	a-lh#ei-a
senhoras	se-nh#o-ras
buscavam	bus-c#a-vam
disfarçadamente	dis-far-ça-da-m#en-te
trepada	tre-p#a-da
Subia-se	su-b#i-a§-se
escadinha	es-ca-d#i-nha
adequada	a-de-qu#a-da
Quiseram	qui-s#e-ram
esbarraram	es-ba-rr#a-ram
sujeitos	su-j#ei-tos
coseram-se	co-s#e-ram§-se
perguntou-lhes	perguntou§-lhes
familiarmente	fa-mi-li-ar-m#en-te
consultar	con-sul-t#ar
adivinha	a-di-v#i-nha
Perdem	p#er-dem
concluiu	con-clu#i-u
hão	h#ão
emendou	e-men-d#ou
Hesitaram	he-si-t#a-ram
advertiram	ad-ver-t#i-ram
vidência	vi-d#ên-cia
franqueza	fran-qu#e-za
meninos	me-n#i-nos
cogitavam	co-gi-t#a-vam
carteiro	car-t#ei-ro
vexame	ve-x#a-me
benzesse	ben-z#e-sse
conduziu	con-du-z#iu
mistério	mis-t#é-rio
incutisse	in-cu-t#i-sse
petrecho	pe-tr#e-cho
simbólico	sim-b#ó-li-co
bicho	b#i-cho
empalhado	em-pa-lh#a-do
esqueleto	es-que-l#e-to
Conceição	con-cei-ç#ão
encardido	en-car-d#i-do
metia	me-t#i-a
cadeira	ca-d#ei-ra
Minha	m#i-nha
chamam	ch#a-mam
espesso	es-p#e-sso
recebeu	re-ce-b#eu
cartão	car-t#ão
algarismo	al-ga-r#is-mo
Relê	re-l#ê
Ésquilo	#és-qui-lo
relê	re-l#ê
Eumênides	eu-m#ê-ni-des
verás	ve-r#ás
Pítia	p#í-tia
Helenos	he-l#e-nos
aproximem-se	a-pro-x#i-mem§-se
marcada	mar-c#a-da
numeração	nu-me-ra-ç#ão
guardou	guar-d#ou
bilhete	bi-lh#e-te
ponho	p#o-nho
imaginai	i-ma-gi-n#ai
Bárbara	b#ár-ba-ra
pegou	pe-g#ou
patamar	pa-ta-m#ar
criaturinha	cri-a-tu-r#i-nha
bordada	bor-d#a-da
chinelinha	chi-ne-l#i-nha
negar	ne-g#ar
airoso	#ai-ro-so
apanhados	a-pa-nh#a-dos
enxovalhada	en-xo-va-lh#a-da
faziam-lhe	fa-z#i-am§-lhe
solidéu	so-li-d#éu
borla	b#or-la
suprida	su-pr#i-da
raminho	ra-m#i-nho
arruda	a-rr#u-da
sacerdotisa	sa-cer-do-t#i-sa
opacos	o-p#a-cos
te	te
minto	m#in-to
sentiram	sen-t#i-ram
interrogou-as	in-te-rro-g#ou§-as
entregou-lhe	en-tre-g#ou§-lhe
retratos	re-tr#a-tos
confirmou	con-fir-m#ou
Cara	c#a-ra
gêmeos	g#ê-me-os
nasceram	nas-c#e-ram
baixinho	b#ai-xi-nho
simpática	sim-p#á-ti-ca
receosa	re-ce-#o-sa
predição	pre-di-ç#ão
quisesse	qui-s#e-sse
obter	ob-t#er
sentarse	sen-t#ar-se
redonda	re-d#on-da
virada	vi-r#a-da
Pôs	p#ôs
Olhou	o-lh#ou
alternadamente	al-ter-na-da-m#en-te
mirar	mi-r#ar
sobrancelhas	so-bran-c#e-lhas
Custa-me	c#us-ta§-me
acendeu	a-cen-d#eu
concorda	con-c#or-da
Menina	me-n#i-na
Saltadeira	sal-ta-d#ei-ra
inclinava-se	in-cli-n#a-va§-se
madeixa	ma-d#ei-xa
fitava-as	fi-t#a-va§-as
cheiravaas	ch#ei-ra-va-as
escutava-as	es-cu-t#a-va§-as
afetação	a-fe-ta-ç#ão
aches	#a-ches
tirava	ti-r#a-va
perguntar	per-gun-t#ar
brigado	bri-g#a-do
nascer	nas-c#er
Brigado	bri-g#a-do
senhora	se-nh#o-ra
pergunto	per-g#un-to
gestação	ges-ta-ç#ão
sossegada	so-sse-g#a-da
efetivamente	e-fe-ti-va-m#en-te
sentira	sen-t#i-ra
insônias	in-s#ô-nias
Brigariam	bri-ga-r#i-am
Ergueu-se	er-gu#eu§-se
andou	an-d#ou
Agitava-se	a-gi-t#a-va§-se
Enfim	en-f#im
ergueu	er-gu#eu
radiante	ra-di-#an-te
pendente	pen-d#en-te
pegasse	pe-g#a-sse
perguntasse	per-gun-t#a-sse
Diga	d#i-ga
respiro	res-p#i-ro
recolheu-se	re-co-lh#eu§-se
instou	ins-t#ou
Coisas	c#oi-sas
Oh	#oh
oh	#oh
Brigaram	bri-g#a-ram
Cá	c#á
briga	br#i-ga
Trepa-me	tr#e-pa§-me
coqueiro	co-qu#ei-ro
sabendo	sa-b#en-do
repetia	re-pe-t#i-a
Bota-me	b#o-ta§-me
sinhá	si-nh#á
cocá	co-c#á
rachá	ra-ch#á
hei	h#ei
ri	r#i
gostá	gos-t#á
Lelê	le-l#ê
naiá	nai-#á
MELHOR	me-lh#or
DE	DE
DESCER	des-c#er
QUE	QUE
SUBIR	su-b#ir
oráculos	o-r#á-cu-los
entendem-se	en-t#en-dem§-se
acabou	a-ca-b#ou
bastou	bas-t#ou
preço	pr#e-ço
Arrecadou	a-rre-ca-d#ou
fregueses	fre-gu#e-ses
escondendo	es-con-d#en-do
compartia	com-par-t#i-a
alegrias	a-le-gr#i-as
penduradas	pen-du-r#a-das
cascas	c#as-cas
banana	ba-n#a-na
sapatos	sa-p#a-tos
dobrar	do-br#ar
Misericórdia	mi-se-ri-c#ór-dia
ouvir-lhe	ou-v#ir§-lhe
pedir	pe-d#ir
missa	m#i-ssa
deitou-a	dei-t#ou§-a
chamou-lhe	cha-m#ou§-lhe
lépidas	l#é-pi-das
coupé	cou-p#é
Deputados	de-pu-t#a-dos
querido	que-r#i-do
atribuíam-lhe	a-tri-bu-#í-am-§lhe
achados	a-ch#a-dos
descobrissem	des-co-br#i-ssem
lacaio	la-c#ai-o
almofada	al-mo-f#a-da
cocheiro	co-ch#ei-ro
tocou	to-c#ou
carruagem	ca-rru-#a-gem
buscá-las	bus-c#á§-las
ESMOLA	es-m#o-la
DA	DA
FELICIDADE	fe-li-ci-d#a-de
acrescente	a-cres-c#en-te
devota	de-v#o-ta
exclamou	ex-cla-m#ou
níqueis	n#í-queis
tostão	tos-t#ão
vinténs	vin-t#éns
recomende	re-co-m#en-de
dona	d#o-na
bendito	ben-d#i-to
felicidades	fe-li-ci-d#a-des
Céu	c#éu
Compreendeu	com-pre-en-d#eu
piscando	pis-c#an-do
Aquelas	a-qu#e-las
supôs	su-p#ôs
quisessem	qui-s#e-ssem
esconder	es-con-d#er
namorados	na-mo-r#a-dos
concluas	con-cl#u-as
tu	t#u
creias	cr#ei-as
adúltero	a-d#úl-te-ro
adeus	a-d#eus
amigas	a-m#i-gas
Ni	n#i
cet	c#et
Escrivão	es-cri-v#ão
Isaías	i-sa-#í-as
Caminha	ca-m#i-nha
Fonte	f#on-te
BARRETO	ba-rr#e-to
Ática	#á-ti-ca
Livro	l#i-vro
Texto	t#ex-to
proveniente	pro-ve-ni-#en-te
Biblioteca	bi-bli-o-t#e-ca
Virtual	vir-tu-#al
Estudante	es-tu-d#an-te
Brasileiro	bra-si-l#ei-ro
br	br
usp	us
bibvirt	bib-vir
http://	http://
http://www.bibvit.futuo.usp.b	httpwwwbib-vit-fu-tu-ous
Futuro	fu-t#u-ro
Universidade	u-ni-ver-si-d#a-de
Permitido	per-mi-t#i-do
educacionais	e-du-ca-ci-o-n#ais
redistribuído	re-dis-tri-bu-#í-do
mantidas	man-t#i-das
sejam	s#e-jam
escreva	es-cr#e-va
bibvirt@futuro	bibvirt@futuro
patrocinadores	pa-tro-ci-na-d#o-res
voluntários	vo-lun-t#á-rios
projeto	pro-j#e-to
ajudar	a-ju-d#ar
mande	m#an-de
e-mail	e§-ma-#il
desigualdade	de-si-gual-d#a-de
anseios	an-s#ei-os
deram-me	d#e-ram§-me
familiar	fa-mi-li-#ar
agiram	a-g#i-ram
Meu	m#eu
ilustrado	i-lus-tr#a-do
exortações	e-xor-ta-ç#ões
colégio	co-l#é-gio
ganhou	ga-nh#ou
Marengo	ma-r#en-go
Arregalei	a-rre-ga-l#ei
perguntei	per-gun-t#ei
ler	l#er
Afastei-me	a-fas-t#ei§-me
ficaram-me	fi-c#a-ram§-me
entonação	en-to-na-ç#ão
realçado	re-al-ç#a-do
meus	m#eus
Pareceu-me	pa-re-c#eu§-me
faculdade	fa-cul-d#a-de
desembaraço	de-sem-ba-r#a-ço
compreendê-las	com-pre-en-d#ê§-las
titulo	ti-t#u-lo
Sabendo	sa-b#en-do
ficávamos	fi-c#á-va-mos
deificados	d#ei-fi-ca-dos
pensava	pen-s#a-va
entrei	en-tr#ei
primário	pri-m#á-rio
Dediquei-me	de-di-qu#ei§-me
açodadamente	a-ço-da-da-m#en-te
Brilhei	bri-lh#ei
foram-se	f#o-ram§-se
Acentuaram-se-me	a-cen-tu-#a-ram§-se
pus-me	p#us§-me
colimar	co-li-m#ar
utilidade	u-ti-li-d#a-de
desejos	de-s#e-jos
evoluir	e-vo-lu-#ir
Ouvia	#ou-via
sibila	si-b#i-la
falar-me	fa-l#ar§-me
Agia	a-g#i-a
incoerência	in-co-e-r#ên-cia
cabalmente	ca-bal-m#en-te
Veio-me	v#ei-o§-me
pose	p#o-se
diferente	di-fe-r#en-te
Relaxei-me	re-la-x#ei§-me
vestuário	ves-tu-#á-rio
zeloso	ze-l#o-so
repreendesse	re-pre-en-d#e-sse
Fugia	fu-g#i-a
brinquedos	brin-qu#e-dos
apaixonadamente	a-p#ai-xo-na-da-men-te
brincava	brin-c#a-va
brincando	brin-c#an-do
progressivamente	pro-gre-ssi-va-m#en-te
professora	pro-fe-ss#o-ra
admirou-me	ad-mi-r#ou§-me
simpatizar	sim-pa-ti-z#ar
Correspondi-lhe	co-rres-pon-d#i§-lhe
afeição	a-fei-ç#ão
casou	ca-s#ou
castanhos	cas-t#a-nhos
dando-me	d#an-do§-me
afetuosa	a-fe-tu-#o-sa
dedicatória	de-di-ca-t#ó-ria
Poder	po-d#er
Vontade	von-t#a-de
luxuosamente	lu-xu-o-sa-m#en-te
encadernado	en-ca-der-n#a-do
Li-o	l#i§-o
diurna	d#i-ur-na
conservo	con-s#er-vo
importantes	im-por-t#an-tes
professores	pro-fe-ss#o-res
beijando	b#ei-jan-do
Dona	d#o-na
Ester	es-t#er
meigos	m#ei-gos
transcendentes	trans-cen-d#en-tes
acabei	a-ca-b#ei
ótimas	#ó-ti-mas
sabatinas	sa-ba-t#i-nas
aprovações	a-pro-va-ç#ões
plenas	pl#e-nas
Demorei-me	de-mo-r#ei§-me
visitava	vi-si-t#a-va
acordar-me	a-cor-d#ar§-me
acariciado	a-ca-ri-ci-#a-do
nevoentos	ne-vo-#en-tos
sonhos	s#o-nhos
valer	va-l#er
quotidianas	quo-ti-di-#a-nas
punha-me	p#u-nha§-me
abarrotada	a-ba-rro-t#a-da
conhecimentos	co-nhe-ci-m#en-tos
rodamoinho	ro-da-mo-#i-nho
sorvedouro	sor-ve-d#ou-ro
engolido	en-go-l#i-do
daqui	da-qu#i
ladrão	la-dr#ão
bêbado	b#ê-ba-do
tísico	t#í-si-co
Hesitava	he-si-t#a-va
antevia	an-te-v#i-a
li	l#i
Felício	fe-l#í-cio
condiscípulo	con-dis-c#í-pu-lo
Farmácia	far-m#á-cia
colegas	co-l#e-gas
estrondosa	es-tron-d#o-sa
pensei	pen-s#ei
Tão	t#ão
burro	b#u-rro
sexta-feira	sexta§-f#ei-ra
Li	l#i
adverbial	ad-ver-bi-#al
aula	#au-la
adjunto	ad-j#un-to
atributivo	a-tri-bu-t#i-vo
sábado	s#á-ba-do
enfileirei	en-fi-lei-r#ei
recordo	re-c#or-do
demoveram	de-mo-v#e-ram
ocorre	o-c#o-rre
estiada	es-ti-#a-da
descampado	des-cam-p#a-do
olhei	o-lh#ei
Pardas	p#ar-das
cinzentas	cin-z#en-tas
galopavam	ga-lo-p#a-vam
engastada	en-gas-t#a-da
via-a	v#i-a§-a
subdividir-se	sub-di-vi-d#ir§-se
Tomei	to-m#ei
domingo	do-m#in-go
jato	j#a-to
mamãe	ma-m#ãe
olhar-me	o-lh#ar§-me
enfado	en-f#a-do
fiz	f#iz
Valentim	va-len-t#im
enigmaticamente	e-nig-ma-ti-ca-m#en-te
aprovação	a-pro-va-ç#ão
reprovação	re-pro-va-ç#ão
tia	t#i-a
costurava	cos-tu-r#a-va
descansou	des-can-s#ou
costura	cos-t#u-ra
persuasiva	per-su-a-s#i-va
Veja	v#e-ja
Acho	#a-cho
aconselhar-se	a-con-se-lh#ar§-se
olhe	#o-lhe
preparatórios	pre-pa-ra-t#ó-rios
Tanto	t#an-to
baeta	ba-#e-ta
capote	ca-p#o-te
Descansou	des-can-s#ou
pacotes	pa-c#o-tes
manchados	man-ch#a-dos
emblema	em-bl#e-ma
selos	s#e-los
acabo	a-c#a-bo
recomendar	re-co-men-d#ar
aconselhasse	a-con-se-lh#a-sse
pretende	pre-t#en-de
indagou	in-da-g#ou
Calamo-nos	ca-l#a-mo§-nos
molhado	mo-lh#a-do
parati	pa-ra-t#i
Quero	qu#e-ro
Revolvendo	re-vol-v#en-do
xícara	x#í-ca-ra
calado	ca-l#a-do
gole	g#o-le
pretextando	pre-tex-t#an-do
engolfara	en-gol-f#a-ra
cisma	c#is-ma
pergunta	per-g#un-ta
doméstico	do-m#és-ti-co
